position_mean,rep
0,26347
0.003466234533170981,26348
0,26349
0,26350
-0.024439552258834707,26351
0,26352
0,26353
0,26354
0,26355
0,26356
0,26357
0,26358
0,26359
-0.002156749625718732,26360
0,26361
-0.0044798408078328454,26362
0,26363
-0.005697735006231036,26364
-0.007228670337967223,26365
0,26366
0,26367
0,26368
0,26369
0,26370
0,26371
4.730362587298395e-4,26372
0,26373
-0.0052721541010208785,26374
0,26375
0,26376
0,26377
0,26378
0.00978480957379339,26379
0.004659204088992387,26380
0,26381
0,26382
0,26383
0,26384
0,26385
4.5782360466061444e-4,26386
-0.01124857891001921,26387
0,26388
0,26389
-0.003503870183626441,26390
0,26391
0,26392
0.0030260021735166107,26393
-0.008466096946154824,26394
-0.003503870183626441,26395
-0.0015670513644740099,26396
0.00978480957379339,26397
0,26398
0,26399
-0.015310503984503062,26400
0,26401
0,26402
0,26403
0,26404
0,26405
0,26406
0,26407
0,26408
0,26409
0,26410
0,26411
0,26412
0,26413
0,26414
0,26415
0,26416
0,26417
0,26418
0,26419
-0.00840421738867407,26420
0,26421
0,26422
0,26423
0,26424
-0.014522307624196743,26425
0,26426
0,26427
0,26428
0,26429
0,26430
0,26431
0,26432
-0.008501117588716984,26433
0,26434
0,26435
0,26436
0,26437
0,26438
0,26439
-0.0020762110384194574,26440
0,26441
0,26442
0,26443
0,26444
0,26445
0,26446
0,26447
-0.005165798419826686,26448
-0.023770673334058197,26449
-0.019828364514985597,26450
-0.001028576596002565,26451
-0.020189700136590338,26452
0.001573086127049303,26453
0,26454
0,26455
0,26456
0,26457
0,26458
0,26459
0,26460
0,26461
0,26462
0,26463
0,26464
0,26465
0,26466
0,26467
0,26468
0,26469
0,26470
0,26471
0,26472
0,26473
0,26474
0,26475
0,26476
0,26477
0,26478
0,26479
0,26480
0,26481
0,26482
0,26483
-0.017452013046271347,26484
0,26485
0,26486
0,26487
0.00673477472175219,26488
0,26489
0,26490
0,26491
0,26492
0,26493
0.004659204088992387,26494
0,26495
0,26496
0.004459417731803155,26497
0,26498
0,26499
0,26500
0,26501
0,26502
0,26503
-0.010968297642894097,26504
0,26505
0.00291356827288528,26506
0,26507
0,26508
-0.001555996374144509,26509
0,26510
0,26511
0,26512
0,26513
0,26514
0,26515
0,26516
0,26517
0,26518
0,26519
0,26520
0,26521
0,26522
-0.005697735006231036,26523
0,26524
0,26525
-0.016942977132587994,26526
0,26527
0,26528
0,26529
0,26530
0,26531
0,26532
0,26533
-0.005087489217035602,26534
0,26535
0.0023429316765848996,26536
-0.007907203021526513,26537
0,26538
0,26539
0,26540
0,26541
0,26542
0,26543
0,26544
0,26545
0,26546
0,26547
0,26548
0,26549
0,26550
0,26551
0,26552
0,26553
0,26554
0,26555
0,26556
-3.159512287771e-5,26557
0,26558
-0.006244250296078923,26559
0,26560
0,26561
0,26562
0,26563
-0.021266097435680226,26564
0,26565
0,26566
0,26567
-0.004452921427387641,26568
0,26569
0,26570
0,26571
-0.006701685335137636,26572
0,26573
0,26574
-0.003503870183626441,26575
0,26576
0,26577
-0.01124857891001921,26578
0,26579
0.009772593515236008,26580
0,26581
-0.01602297995033415,26582
0,26583
0,26584
0,26585
0,26586
-0.015334429890724957,26587
0.006455771983820533,26588
0,26589
0,26590
0,26591
0,26592
0,26593
0,26594
0,26595
0,26596
0,26597
0,26598
0,26599
0,26600
0,26601
0,26602
0,26603
0,26604
0,26605
0,26606
0,26607
0,26608
0,26609
-0.00478111983332808,26610
0.010230417119896622,26611
-0.0020762110384194574,26612
0,26613
7.12876992439045e-4,26614
0,26615
0,26616
0,26617
0,26618
0,26619
0.01056787521535033,26620
0.002129302485522789,26621
0,26622
0,26623
0,26624
0,26625
0,26626
0,26627
-0.0078064735911447265,26628
0,26629
0,26630
0,26631
0,26632
0,26633
0,26634
0,26635
0,26636
0,26637
-0.00476843515251312,26638
0,26639
0,26640
0,26641
0,26642
0,26643
0,26644
0,26645
0,26646
0,26647
0,26648
0,26649
0,26650
0,26651
0,26652
0,26653
0,26654
0,26655
0,26656
-0.0021349153227228565,26657
-0.003372124895409911,26658
0,26659
0,26660
0,26661
0.006455771983820533,26662
0,26663
0,26664
0,26665
0,26666
0,26667
0,26668
0.006455771983820533,26669
0,26670
0,26671
0,26672
0,26673
0,26674
0,26675
0,26676
-0.002467703348746453,26677
0,26678
-0.002156749625718732,26679
0,26680
-0.024383295090968416,26681
0,26682
0,26683
0,26684
0,26685
0,26686
0,26687
0,26688
0,26689
0,26690
-0.017875900157328106,26691
0.006455771983820533,26692
0,26693
0,26694
0,26695
0,26696
0,26697
0,26698
0,26699
0,26700
0,26701
0,26702
0,26703
0.005639166778599108,26704
0,26705
0,26706
0,26707
0.010092667280206679,26708
0,26709
0,26710
0,26711
0,26712
0,26713
0.004516472908527317,26714
-0.00650048885766599,26715
0,26716
0,26717
0,26718
0,26719
-0.008466096946154824,26720
-0.005165798419826686,26721
0,26722
0.008216597141091499,26723
0,26724
-0.006244250296078923,26725
-0.019828364514985597,26726
0,26727
-0.0036843643559052825,26728
0,26729
0,26730
0,26731
0,26732
0,26733
-0.023770673334058197,26734
0,26735
0.004459417731803155,26736
0,26737
0,26738
0,26739
0,26740
0,26741
0,26742
0.005576194371679362,26743
0.0016230204481933151,26744
0,26745
0,26746
0,26747
0,26748
0,26749
0,26750
0,26751
-0.0067770258665241926,26752
0,26753
0,26754
0,26755
-0.001913396651275581,26756
0,26757
0,26758
0,26759
0,26760
0,26761
-0.00650048885766599,26762
0,26763
0,26764
0,26765
0,26766
0,26767
0,26768
0.004659204088992387,26769
0.020448073342689763,26770
0.010318522156090821,26771
0,26772
0,26773
0,26774
0,26775
-0.0033836375718981266,26776
0,26777
-0.01593777730359362,26778
0,26779
0,26780
-0.019395638534486573,26781
0,26782
-0.003503870183626441,26783
0,26784
0,26785
0,26786
0,26787
0,26788
0,26789
0,26790
-0.0044798408078328454,26791
0,26792
0,26793
0,26794
0,26795
0,26796
-0.023770673334058197,26797
0,26798
0,26799
0.00978480957379339,26800
-0.019395638534486573,26801
0,26802
-0.019305065309160152,26803
0,26804
0,26805
0,26806
0,26807
0.01397006772861185,26808
0,26809
-0.014522307624196743,26810
0,26811
-0.016942977132587994,26812
0,26813
3.061583234690155e-4,26814
0,26815
0,26816
0,26817
0,26818
0,26819
0,26820
0,26821
-0.02072800759175995,26822
0,26823
-0.0020701548436225536,26824
0,26825
0,26826
0,26827
0,26828
0,26829
0,26830
0,26831
0,26832
-0.02297104979758356,26833
0,26834
0,26835
0,26836
0,26837
0,26838
0,26839
0,26840
0,26841
0,26842
0,26843
0,26844
0,26845
0,26846
0,26847
0,26848
0,26849
0,26850
0,26851
0,26852
-0.015310503984503062,26853
0.024918336533066004,26854
0,26855
0,26856
0,26857
1.33202377755843e-4,26858
0,26859
0,26860
0,26861
0,26862
0,26863
0,26864
-0.018800047990079918,26865
-0.005697735006231036,26866
0,26867
0,26868
0,26869
-4.2186742364145696e-4,26870
0,26871
0,26872
0,26873
0,26874
0,26875
0,26876
0,26877
0,26878
0,26879
0,26880
0,26881
-0.00650048885766599,26882
0,26883
0,26884
0,26885
0,26886
0,26887
0,26888
0,26889
0,26890
0,26891
0,26892
0,26893
0,26894
0,26895
-0.003219365986829841,26896
0,26897
0,26898
0,26899
0,26900
0,26901
0,26902
0,26903
0,26904
0,26905
-0.006701685335137636,26906
-0.001913396651275581,26907
0,26908
0,26909
0.005251141233690702,26910
0,26911
0,26912
0,26913
0.00978480957379339,26914
0,26915
0,26916
0,26917
0,26918
0,26919
0,26920
0,26921
0,26922
0,26923
-0.019395638534486573,26924
0,26925
0,26926
0,26927
0,26928
0,26929
0,26930
0,26931
0,26932
0,26933
0,26934
0,26935
0,26936
0,26937
0,26938
0,26939
0.006405214998718682,26940
0,26941
0,26942
0,26943
0,26944
0,26945
0,26946
0,26947
0,26948
0,26949
0,26950
0,26951
0,26952
0,26953
0,26954
0,26955
0,26956
0,26957
0.005639166778599108,26958
0,26959
0,26960
0,26961
0,26962
0,26963
0,26964
0,26965
-0.005165798419826686,26966
0,26967
0,26968
0,26969
0,26970
0,26971
0,26972
0,26973
0,26974
-0.0015397310059562651,26975
0,26976
0,26977
0,26978
0,26979
0,26980
0,26981
0,26982
0,26983
0,26984
0,26985
0,26986
0,26987
0,26988
0,26989
0,26990
0,26991
0,26992
0,26993
0,26994
0,26995
-0.00650048885766599,26996
0,26997
0,26998
0,26999
0,27000
0,27001
0,27002
0,27003
0,27004
-0.0021349153227228565,27005
3.061583234690155e-4,27006
0,27007
0,27008
0.006455771983820533,27009
0,27010
0,27011
0,27012
0,27013
0,27014
0,27015
0,27016
0,27017
0,27018
0,27019
0,27020
0,27021
-1.38982668267189e-4,27022
0,27023
0,27024
0,27025
0,27026
0,27027
0,27028
0,27029
0,27030
0,27031
0,27032
0,27033
3.061583234690155e-4,27034
0,27035
-0.008501117588716984,27036
0,27037
0.001573086127049303,27038
-0.015334429890724957,27039
-0.006732106001491892,27040
0,27041
-1.38982668267189e-4,27042
0,27043
0,27044
0,27045
0,27046
0.00673477472175219,27047
0,27048
0,27049
0,27050
0,27051
0,27052
0,27053
0,27054
-0.005697735006231036,27055
0,27056
0,27057
0,27058
0,27059
0,27060
0,27061
0,27062
0,27063
-0.010208202410835804,27064
0,27065
-0.004285470027626392,27066
0,27067
0,27068
0,27069
-0.0015670513644740099,27070
0,27071
0,27072
0,27073
0,27074
0,27075
-0.005087489217035602,27076
0,27077
0,27078
0,27079
0,27080
0,27081
0,27082
0,27083
0,27084
0,27085
0,27086
0,27087
0,27088
0,27089
0,27090
0,27091
-0.0022522301469414057,27092
0.005251141233690702,27093
0.0013064965690811835,27094
-3.159512287771e-5,27095
0,27096
0,27097
0,27098
0,27099
0,27100
0,27101
-0.015310503984503062,27102
0,27103
0,27104
0,27105
0,27106
0,27107
0,27108
0,27109
0,27110
0,27111
0,27112
0.004659204088992387,27113
0.006405214998718682,27114
0,27115
0,27116
0,27117
0,27118
0,27119
0,27120
0,27121
0,27122
0,27123
-0.007228670337967223,27124
0,27125
-0.01302420903070834,27126
0,27127
0,27128
0,27129
0,27130
0,27131
-0.0033836375718981266,27132
0,27133
-0.008501117588716984,27134
0,27135
0,27136
0,27137
0,27138
-0.023770673334058197,27139
0,27140
0,27141
0,27142
-0.020423068438273233,27143
0,27144
0,27145
0,27146
0,27147
0,27148
-0.001028576596002565,27149
0,27150
0,27151
0,27152
0,27153
0,27154
0,27155
-0.02072800759175995,27156
0,27157
0,27158
0,27159
0,27160
0,27161
0,27162
-0.00478111983332808,27163
0,27164
0,27165
0,27166
0,27167
0,27168
0,27169
0,27170
0,27171
0,27172
-0.023770673334058197,27173
0,27174
0,27175
0,27176
0,27177
0,27178
0,27179
-0.00520118726188228,27180
0,27181
-0.0036843643559052825,27182
-0.00650048885766599,27183
0,27184
0.004579558233368431,27185
0,27186
0,27187
0,27188
0,27189
0,27190
0,27191
-0.02885386753001342,27192
0,27193
-0.005698176754505773,27194
0,27195
0,27196
0,27197
0,27198
0,27199
0,27200
0,27201
0,27202
0,27203
0,27204
0,27205
0,27206
0,27207
0,27208
0,27209
-0.01602297995033415,27210
0,27211
0,27212
0,27213
0,27214
0,27215
0,27216
-7.964585562395549e-5,27217
0,27218
0,27219
0,27220
0,27221
0,27222
0,27223
0,27224
0.004659204088992387,27225
0,27226
0,27227
0,27228
0,27229
0.003466234533170981,27230
-7.964585562395549e-5,27231
0,27232
0,27233
0,27234
0,27235
0,27236
0,27237
0,27238
0,27239
0.003466234533170981,27240
0,27241
0,27242
-0.0029067546807835425,27243
0,27244
0,27245
0,27246
0.01056787521535033,27247
0,27248
0,27249
0,27250
0,27251
0,27252
0,27253
0,27254
0,27255
0,27256
0,27257
0,27258
0,27259
0,27260
0.0018439065659418615,27261
0,27262
0,27263
0,27264
0,27265
0,27266
0,27267
0.009772593515236008,27268
0,27269
0,27270
0,27271
0,27272
0,27273
0,27274
0,27275
0,27276
0,27277
0,27278
0.00673477472175219,27279
0,27280
0,27281
7.12876992439045e-4,27282
0.0016522105379734881,27283
0,27284
0,27285
0,27286
0.01056787521535033,27287
0,27288
0,27289
-0.013679805868568864,27290
0,27291
0,27292
0,27293
0,27294
0,27295
0,27296
0,27297
0,27298
0,27299
0,27300
0,27301
0,27302
0,27303
0,27304
0,27305
0,27306
0,27307
0,27308
0,27309
0,27310
0,27311
0,27312
-0.01602297995033415,27313
0,27314
0,27315
0,27316
0,27317
0,27318
0,27319
0.006455771983820533,27320
0,27321
0,27322
0,27323
0,27324
0,27325
0,27326
0,27327
0,27328
0,27329
0,27330
0,27331
0,27332
0,27333
0,27334
-7.964585562395549e-5,27335
-0.017452013046271347,27336
0,27337
0,27338
0,27339
0,27340
0,27341
0,27342
0,27343
0,27344
0,27345
0,27346
0,27347
0,27348
0,27349
0,27350
0,27351
-0.002467703348746453,27352
0,27353
0,27354
0,27355
0,27356
0,27357
0,27358
0,27359
-0.014522307624196743,27360
0,27361
0,27362
0,27363
0,27364
-0.001037915001157607,27365
0,27366
0.020448073342689763,27367
0,27368
0,27369
0,27370
-0.0036843643559052825,27371
0,27372
-0.005165798419826686,27373
0,27374
0,27375
0,27376
0,27377
0,27378
0,27379
0,27380
0,27381
0,27382
0,27383
0,27384
0,27385
0,27386
-0.0020701548436225536,27387
0,27388
-0.0033836375718981266,27389
0.0016157937809320156,27390
0,27391
0,27392
-0.0033836375718981266,27393
-1.38982668267189e-4,27394
0,27395
0,27396
0,27397
0,27398
0,27399
0,27400
-0.019395638534486573,27401
0,27402
0,27403
0,27404
0,27405
0,27406
0,27407
0,27408
-0.01602297995033415,27409
0,27410
0,27411
0,27412
0,27413
0,27414
0,27415
0,27416
0,27417
-0.00576057539432474,27418
0,27419
0,27420
0,27421
0,27422
-0.006701685335137636,27423
0.010318522156090821,27424
0,27425
-0.0041526302489855,27426
0,27427
-0.001913396651275581,27428
0,27429
0,27430
0,27431
0,27432
0,27433
0.0023341052665111417,27434
0,27435
0,27436
0,27437
0,27438
0,27439
0,27440
-0.00650048885766599,27441
0,27442
0,27443
0,27444
0,27445
0,27446
0,27447
-0.0078064735911447265,27448
0,27449
0,27450
-7.964585562395549e-5,27451
0.01056787521535033,27452
-0.005698176754505773,27453
0,27454
0,27455
0,27456
0,27457
-0.0020762110384194574,27458
0,27459
-0.023998328024659683,27460
0,27461
0.003466234533170981,27462
0,27463
0,27464
0,27465
0,27466
0,27467
0,27468
-0.005697735006231036,27469
0,27470
0,27471
0,27472
1.33202377755843e-4,27473
0,27474
0,27475
0,27476
0.004659204088992387,27477
-0.001037915001157607,27478
-0.0052721541010208785,27479
0,27480
0,27481
-0.026006750644297787,27482
0,27483
0,27484
0,27485
-0.004048311973998437,27486
0.010318522156090821,27487
0,27488
0,27489
0,27490
0,27491
-0.005698176754505773,27492
0,27493
0,27494
0,27495
0,27496
0,27497
0,27498
0,27499
0,27500
0,27501
0,27502
0,27503
0,27504
0,27505
0.004516472908527317,27506
0,27507
0,27508
0,27509
-0.0044798408078328454,27510
0,27511
0,27512
0,27513
0,27514
0,27515
0,27516
9.44396571976636e-4,27517
0,27518
0,27519
0,27520
0,27521
0,27522
0,27523
0,27524
0.0023341052665111417,27525
0,27526
0,27527
0,27528
0,27529
0,27530
0,27531
0,27532
0,27533
0,27534
-0.019828364514985597,27535
0,27536
0,27537
0,27538
0,27539
0,27540
0,27541
0,27542
0.024918336533066004,27543
0,27544
0,27545
-0.023770673334058197,27546
0,27547
0,27548
0,27549
0.005251141233690702,27550
0,27551
0,27552
0,27553
0,27554
0,27555
-0.014522307624196743,27556
0,27557
0,27558
0,27559
0,27560
0,27561
0,27562
0,27563
0.0023341052665111417,27564
0,27565
-0.002467703348746453,27566
0,27567
0,27568
0,27569
0,27570
0,27571
0,27572
0,27573
0,27574
0.006405214998718682,27575
0,27576
0,27577
-0.0020701548436225536,27578
0,27579
0,27580
0.0016522105379734881,27581
0,27582
0,27583
0,27584
0,27585
0,27586
0,27587
0,27588
0,27589
0,27590
0,27591
0,27592
0,27593
0,27594
0,27595
0,27596
0,27597
0,27598
0,27599
0,27600
-0.019242345937163993,27601
0,27602
0.004659204088992387,27603
0,27604
0,27605
0,27606
0,27607
0,27608
0,27609
0.0023429316765848996,27610
0,27611
0,27612
0,27613
0,27614
0,27615
0,27616
-0.014795962343007988,27617
0,27618
0,27619
0,27620
0.00978480957379339,27621
0,27622
0,27623
-0.023998328024659683,27624
0,27625
0,27626
0,27627
0,27628
-0.020423068438273233,27629
0,27630
0,27631
0,27632
0,27633
-0.005698176754505773,27634
0.01352806206090661,27635
0,27636
-0.002467703348746453,27637
0,27638
0,27639
1.33202377755843e-4,27640
0,27641
0,27642
0.00978480957379339,27643
0,27644
0,27645
0,27646
0,27647
-0.003503870183626441,27648
0,27649
-0.019395638534486573,27650
0,27651
-0.024383295090968416,27652
4.730362587298395e-4,27653
0,27654
0,27655
-0.024439552258834707,27656
0,27657
0,27658
0,27659
0,27660
0,27661
0,27662
0,27663
-0.0021349153227228565,27664
0,27665
-0.001028576596002565,27666
0,27667
3.061583234690155e-4,27668
-0.001037915001157607,27669
0,27670
-0.015310503984503062,27671
0,27672
0,27673
0,27674
0,27675
0,27676
-0.014795962343007988,27677
0,27678
-0.008501117588716984,27679
0,27680
0,27681
0,27682
0.00393542451038516,27683
0,27684
-0.007636619906858601,27685
0,27686
0,27687
-0.02885386753001342,27688
-0.023998328024659683,27689
-0.02072800759175995,27690
0,27691
0,27692
0,27693
0,27694
-0.02885386753001342,27695
-0.01736812856021657,27696
-3.159512287771e-5,27697
0,27698
0,27699
0,27700
0,27701
0,27702
0,27703
0,27704
-0.00840421738867407,27705
-0.01124857891001921,27706
0,27707
-0.014522307624196743,27708
0,27709
0,27710
-0.007228670337967223,27711
0,27712
-0.007907203021526513,27713
0,27714
0,27715
0,27716
0.004659204088992387,27717
0,27718
0,27719
0,27720
0,27721
-0.008501117588716984,27722
0,27723
0,27724
0,27725
0,27726
-0.022260389802275644,27727
0,27728
0,27729
-0.0015670513644740099,27730
0,27731
0,27732
0,27733
0,27734
-0.014522307624196743,27735
-0.004285470027626392,27736
0,27737
0.01056787521535033,27738
0,27739
0,27740
0,27741
0,27742
0,27743
0,27744
0,27745
0,27746
0,27747
0,27748
0,27749
0,27750
0,27751
0,27752
0,27753
-0.0078064735911447265,27754
0,27755
0,27756
0,27757
0,27758
0,27759
0,27760
0,27761
0,27762
0,27763
0,27764
0,27765
0,27766
0,27767
0,27768
0,27769
0,27770
0.004516472908527317,27771
0,27772
-0.004285470027626392,27773
0,27774
0,27775
0,27776
0,27777
0,27778
0,27779
-0.024439552258834707,27780
0,27781
0,27782
0,27783
0,27784
0,27785
0,27786
-0.007464427459267657,27787
0,27788
9.44396571976636e-4,27789
0,27790
0,27791
0,27792
0,27793
0,27794
0,27795
0,27796
-0.006701685335137636,27797
0,27798
0,27799
0,27800
-0.019395638534486573,27801
0,27802
0,27803
0,27804
0,27805
0,27806
4.730362587298395e-4,27807
-0.021266097435680226,27808
-0.01124857891001921,27809
0.009772593515236008,27810
0,27811
-0.005165798419826686,27812
0,27813
0,27814
0,27815
0,27816
0,27817
1.33202377755843e-4,27818
0,27819
0,27820
0,27821
-0.019828364514985597,27822
0,27823
0,27824
-0.0020762110384194574,27825
-0.0047068710229016385,27826
0,27827
0,27828
0,27829
0,27830
0,27831
0,27832
0,27833
-0.02193185385410419,27834
0,27835
0,27836
0,27837
0,27838
0.004571261352635391,27839
0,27840
-0.017452013046271347,27841
0,27842
0,27843
0,27844
0,27845
0,27846
0,27847
0,27848
0,27849
0,27850
0,27851
-0.0078064735911447265,27852
0,27853
0,27854
0,27855
0,27856
-3.159512287771e-5,27857
0,27858
0,27859
-0.0021349153227228565,27860
0,27861
0,27862
-0.005697735006231036,27863
0,27864
0.024918336533066004,27865
0,27866
4.96989492623493e-4,27867
0,27868
0.009050768640731248,27869
-0.00877602428464732,27870
0.004659204088992387,27871
0,27872
0,27873
0,27874
-0.015310503984503062,27875
0,27876
0,27877
0,27878
0,27879
0,27880
0,27881
0,27882
-0.014522307624196743,27883
0,27884
0,27885
0,27886
0,27887
0,27888
0,27889
0,27890
0.004656110551502087,27891
0,27892
0,27893
0,27894
0.00978480957379339,27895
0,27896
0,27897
-0.005087489217035602,27898
0,27899
0,27900
0,27901
0,27902
0,27903
0,27904
0,27905
4.96989492623493e-4,27906
0,27907
0,27908
0,27909
0,27910
0.004516472908527317,27911
0,27912
0.0016230204481933151,27913
-0.00476843515251312,27914
0,27915
0,27916
0,27917
0,27918
0,27919
0,27920
0,27921
-0.002467703348746453,27922
0,27923
-4.2186742364145696e-4,27924
-3.159512287771e-5,27925
0,27926
0,27927
0.00978480957379339,27928
0.00393542451038516,27929
0,27930
0,27931
-0.002156749625718732,27932
0,27933
0,27934
0,27935
0.004659204088992387,27936
0,27937
0,27938
0,27939
0.01352806206090661,27940
0,27941
0,27942
0,27943
0,27944
0,27945
0,27946
0,27947
0,27948
-0.005087489217035602,27949
0,27950
0,27951
0.01352806206090661,27952
4.5782360466061444e-4,27953
0,27954
0,27955
0,27956
0,27957
0,27958
0,27959
0,27960
0,27961
0,27962
0,27963
0,27964
-0.019395638534486573,27965
0,27966
0,27967
0,27968
0,27969
0,27970
0,27971
-0.0033836375718981266,27972
3.061583234690155e-4,27973
0,27974
0,27975
-0.03913342982414575,27976
0,27977
0,27978
0,27979
0,27980
0,27981
-0.0020701548436225536,27982
0,27983
0,27984
0,27985
0,27986
0,27987
0,27988
0,27989
0,27990
0,27991
-0.007907203021526513,27992
0,27993
-0.02885386753001342,27994
0,27995
0,27996
0,27997
0,27998
-0.001028576596002565,27999
0,28000
0,28001
0.00291356827288528,28002
-0.004934614838615923,28003
-0.02072800759175995,28004
0,28005
0,28006
0,28007
0.0023429316765848996,28008
0,28009
0,28010
0,28011
0.005251141233690702,28012
0,28013
0,28014
4.730362587298395e-4,28015
0,28016
0,28017
0,28018
1.33202377755843e-4,28019
0,28020
-0.02072800759175995,28021
0,28022
-0.020189700136590338,28023
0.004659204088992387,28024
0,28025
0,28026
0,28027
0.006455771983820533,28028
0,28029
0,28030
0,28031
-0.01124857891001921,28032
0,28033
0,28034
0,28035
0,28036
0,28037
0,28038
0,28039
-0.014522307624196743,28040
0,28041
-0.0021349153227228565,28042
0,28043
0,28044
0,28045
0,28046
0,28047
0,28048
-0.01593777730359362,28049
0,28050
0,28051
-0.0023495330813577313,28052
0,28053
-0.01602297995033415,28054
0,28055
0,28056
0,28057
0,28058
0,28059
0,28060
0,28061
-0.00476843515251312,28062
0,28063
0,28064
0,28065
0,28066
0,28067
-0.022030466349623596,28068
0,28069
0,28070
0,28071
0,28072
0,28073
0,28074
0,28075
0,28076
0,28077
-0.002374728898442283,28078
0,28079
0,28080
0,28081
0,28082
0,28083
0.006455771983820533,28084
0,28085
0,28086
0,28087
0,28088
0,28089
0,28090
0,28091
0,28092
0,28093
0,28094
0.009772593515236008,28095
0,28096
0,28097
0,28098
0,28099
0,28100
0,28101
0,28102
0,28103
-0.02885386753001342,28104
0,28105
0,28106
0,28107
0,28108
0,28109
0,28110
0,28111
0,28112
0,28113
0.006405214998718682,28114
0,28115
4.5782360466061444e-4,28116
0,28117
0,28118
0,28119
0,28120
9.44396571976636e-4,28121
0,28122
0,28123
0,28124
0,28125
0.00673477472175219,28126
0,28127
0,28128
0,28129
0,28130
-0.022867180955829916,28131
0,28132
0,28133
0,28134
0,28135
0,28136
0,28137
0,28138
0,28139
0,28140
0,28141
0,28142
0,28143
-0.02885386753001342,28144
0,28145
0,28146
0,28147
0.004459417731803155,28148
3.061583234690155e-4,28149
0,28150
0.0016522105379734881,28151
-0.015334429890724957,28152
0,28153
0,28154
-0.024439552258834707,28155
0,28156
0,28157
0,28158
0,28159
0,28160
0,28161
0,28162
0,28163
0,28164
-0.024383295090968416,28165
-0.003219365986829841,28166
0.00673477472175219,28167
0,28168
0,28169
0,28170
0,28171
0,28172
0,28173
0,28174
-0.0052721541010208785,28175
0,28176
0,28177
0,28178
0,28179
0,28180
0,28181
0,28182
0,28183
0,28184
0,28185
0,28186
0,28187
0,28188
0,28189
0.003466234533170981,28190
0.004659204088992387,28191
0,28192
-0.003471542421343342,28193
0,28194
0,28195
0,28196
0,28197
0,28198
0,28199
0,28200
0,28201
0,28202
-0.006478005614077911,28203
0,28204
0,28205
0,28206
0,28207
-0.005698176754505773,28208
0,28209
-0.0023495330813577313,28210
0,28211
0,28212
0,28213
-0.001028576596002565,28214
0,28215
7.12876992439045e-4,28216
0,28217
0,28218
0,28219
0,28220
0,28221
0,28222
0,28223
0,28224
0,28225
0,28226
-0.01697096004264901,28227
-0.02072800759175995,28228
0.024918336533066004,28229
0,28230
-0.011875818674591986,28231
-0.014795962343007988,28232
0,28233
0,28234
0,28235
0,28236
0,28237
0,28238
0,28239
0,28240
0,28241
0,28242
0.004659204088992387,28243
0.003466234533170981,28244
0,28245
0.004459417731803155,28246
0,28247
0,28248
0,28249
0,28250
0,28251
0,28252
0,28253
0,28254
0,28255
0.026900334571837704,28256
0,28257
0,28258
0,28259
0,28260
-0.0041526302489855,28261
0,28262
0,28263
0,28264
0,28265
0,28266
-0.0041526302489855,28267
0,28268
0,28269
0,28270
0,28271
0,28272
-0.015310503984503062,28273
0,28274
0,28275
0,28276
0.004516472908527317,28277
-0.004285470027626392,28278
0,28279
0,28280
0,28281
0,28282
0,28283
0,28284
0,28285
0,28286
0,28287
-0.0033836375718981266,28288
0,28289
0,28290
0,28291
0,28292
-0.015310503984503062,28293
-0.0015670513644740099,28294
0,28295
0,28296
-0.016942977132587994,28297
0,28298
0,28299
-0.015334429890724957,28300
0,28301
0,28302
0,28303
0,28304
0.005251141233690702,28305
0,28306
0,28307
0,28308
0,28309
0,28310
0,28311
0,28312
0.01352806206090661,28313
0,28314
0,28315
-0.017875900157328106,28316
-0.005698176754505773,28317
0,28318
-0.0020762110384194574,28319
-0.015310503984503062,28320
0,28321
0.00196633956923907,28322
0,28323
0,28324
0,28325
0,28326
-0.0015670513644740099,28327
0,28328
-0.002467703348746453,28329
-0.0047068710229016385,28330
0,28331
0,28332
0,28333
0,28334
0.0013096354574630002,28335
0,28336
0,28337
0,28338
0,28339
4.5782360466061444e-4,28340
0,28341
0,28342
0,28343
0,28344
0,28345
0,28346
0,28347
0,28348
0,28349
0,28350
0,28351
0,28352
0,28353
0,28354
0,28355
0,28356
0,28357
0,28358
4.96989492623493e-4,28359
0,28360
0,28361
0,28362
0,28363
-0.007504836014456234,28364
0,28365
0,28366
0,28367
0.0013096354574630002,28368
0,28369
0,28370
0,28371
0,28372
0,28373
0,28374
0,28375
-0.008501117588716984,28376
0,28377
0,28378
0,28379
0,28380
0,28381
0,28382
0,28383
0,28384
0,28385
0,28386
0,28387
0,28388
0,28389
0,28390
0,28391
0,28392
-0.02885386753001342,28393
0,28394
0,28395
-0.01124857891001921,28396
-0.015310503984503062,28397
0,28398
0,28399
0,28400
0,28401
0,28402
0,28403
0,28404
0,28405
0,28406
0,28407
0,28408
0,28409
0,28410
-0.008466096946154824,28411
0,28412
0,28413
0,28414
0,28415
0,28416
0,28417
0,28418
-0.028150958273645183,28419
0,28420
0,28421
0,28422
0,28423
0,28424
0,28425
0.010318522156090821,28426
0,28427
-3.159512287771e-5,28428
-0.0406617359701668,28429
0,28430
0,28431
0,28432
0,28433
0,28434
0,28435
0,28436
0,28437
-0.02885386753001342,28438
0,28439
0,28440
0,28441
0,28442
0,28443
0,28444
0,28445
0.0038557786547612047,28446
0,28447
0,28448
0,28449
0,28450
0,28451
0,28452
0,28453
0.004516472908527317,28454
0,28455
0,28456
0,28457
0,28458
0,28459
0,28460
0,28461
0,28462
0,28463
0,28464
